flight_number,scheduled_departure_date,total_pax,departure_delay_min
5608,2025-08-04,53,-5.00
5344,2025-08-10,40,-5.00
2455,2025-08-15,116,-4.00
5314,2025-08-12,25,751.00
4458,2025-08-08,56,15.00
4504,2025-08-03,55,2.00
5437,2025-08-04,47,-5.00
5593,2025-08-06,76,54.00
5446,2025-08-07,82,53.00
3551,2025-08-02,54,-7.00
5219,2025-08-10,47,26.00
2417,2025-08-12,165,2.00
1485,2025-08-14,177,-2.00
2075,2025-08-08,176,-4.00
1347,2025-08-15,189,95.00
1041,2025-08-11,139,-3.00
247,2025-08-05,123,-6.00
4185,2025-08-02,57,30.00
972,2025-08-01,357,153.00
1842,2025-08-13,124,61.00
767,2025-08-06,233,47.00
556,2025-08-10,103,-5.00
1776,2025-08-01,213,4.00
5021,2025-08-10,39,134.00
5536,2025-08-11,75,3.00
708,2025-08-05,131,0.00
2683,2025-08-15,169,-6.00
2179,2025-08-14,246,8.00
5027,2025-08-13,49,-8.00
2254,2025-08-06,268,-6.00
5977,2025-08-01,55,-3.00
467,2025-08-12,140,447.00
3638,2025-08-13,95,-4.00
1215,2025-08-12,170,16.00
5447,2025-08-09,98,-10.00
5977,2025-08-02,81,-3.00
2200,2025-08-06,210,135.00
3628,2025-08-05,77,4.00
2323,2025-08-12,210,29.00
3409,2025-08-13,81,95.00
5290,2025-08-11,74,73.00
5353,2025-08-15,46,-6.00
5020,2025-08-02,37,-6.00
5344,2025-08-13,52,13.00
1811,2025-08-05,174,-2.00
845,2025-08-06,329,205.00
2616,2025-08-11,208,1.00
592,2025-08-09,159,10.00
5593,2025-08-07,58,-7.00
907,2025-08-02,412,6.00
343,2025-08-07,233,3.00
1077,2025-08-11,175,-5.00
286,2025-08-12,175,-5.00
1577,2025-08-13,275,-1.00
5868,2025-08-01,67,6.00
1564,2025-08-11,165,9.00
2691,2025-08-05,201,-7.00
2099,2025-08-03,226,-1.00
4463,2025-08-02,47,-11.00
5988,2025-08-04,78,-2.00
2113,2025-08-08,209,57.00
1657,2025-08-10,167,2.00
1485,2025-08-04,215,-1.00
5375,2025-08-10,58,18.00
3690,2025-08-12,56,289.00
1198,2025-08-05,281,2.00
5358,2025-08-13,49,17.00
2657,2025-08-10,187,-10.00
1848,2025-08-12,116,-7.00
1851,2025-08-15,136,85.00
5398,2025-08-08,78,0.00
1097,2025-08-13,114,-8.00
4554,2025-08-10,49,38.00
602,2025-08-05,216,4.00
5140,2025-08-14,40,-2.00
349,2025-08-05,209,8.00
5427,2025-08-09,59,93.00
1100,2025-08-14,145,-4.00
5094,2025-08-13,59,27.00
5643,2025-08-15,46,20.00
3493,2025-08-02,68,26.00
580,2025-08-08,230,0.00
5538,2025-08-08,53,107.00
5668,2025-08-15,53,96.00
4780,2025-08-01,51,-5.00
4468,2025-08-15,44,30.00
1477,2025-08-02,96,-2.00
5027,2025-08-03,3,-10.00
4474,2025-08-14,43,-10.00
219,2025-08-10,357,32.00
4431,2025-08-01,50,2.00
987,2025-08-10,314,15.00
482,2025-08-01,179,-2.00
953,2025-08-06,210,142.00
2147,2025-08-02,137,73.00
881,2025-08-02,389,0.00
1301,2025-08-01,149,102.00
611,2025-08-10,276,0.00
2211,2025-08-14,150,270.00
660,2025-08-13,203,-6.00
1643,2025-08-14,202,78.00
286,2025-08-02,112,-4.00
1324,2025-08-02,215,7.00
2133,2025-08-15,160,79.00
5358,2025-08-03,50,-9.00
466,2025-08-05,89,-4.00
3451,2025-08-04,81,-4.00
1492,2025-08-02,150,10.00
1387,2025-08-07,426,276.00
2418,2025-08-08,173,-7.00
912,2025-08-05,172,-3.00
445,2025-08-07,179,7.00
1448,2025-08-14,129,1.00
1842,2025-08-14,178,9.00
4452,2025-08-13,50,-8.00
1983,2025-08-13,183,-2.00
5874,2025-08-03,52,4.00
1710,2025-08-15,98,264.00
5425,2025-08-02,48,-1.00
2609,2025-08-08,172,-6.00
5859,2025-08-03,101,-6.00
247,2025-08-10,163,0.00
2665,2025-08-08,170,0.00
4599,2025-08-05,54,21.00
5122,2025-08-11,50,-1.00
5250,2025-08-11,68,14.00
4599,2025-08-04,59,55.00
4395,2025-08-02,62,-1.00
5499,2025-08-08,34,0.00
5108,2025-08-04,49,-8.00
5608,2025-08-09,52,-5.00
4718,2025-08-08,52,-8.00
4173,2025-08-10,60,215.00
4599,2025-08-03,51,-3.00
907,2025-08-06,316,133.00
219,2025-08-03,389,-5.00
2106,2025-08-08,232,9.00
1941,2025-08-11,133,-5.00
556,2025-08-11,197,6.00
467,2025-08-01,132,11.00
2653,2025-08-06,206,-3.00
1182,2025-08-12,109,222.00
763,2025-08-02,272,-4.00
609,2025-08-07,190,1.00
2138,2025-08-14,213,27.00
5392,2025-08-14,55,-1.00
1577,2025-08-05,287,35.00
4491,2025-08-04,47,-5.00
2039,2025-08-11,221,-2.00
3,2025-08-01,177,-12.00
3638,2025-08-11,85,-6.00
5219,2025-08-06,30,20.00
5699,2025-08-01,78,58.00
2683,2025-08-10,177,47.00
1778,2025-08-08,122,-1.00
3604,2025-08-04,87,-1.00
2232,2025-08-05,137,92.00
2278,2025-08-07,222,333.00
3440,2025-08-13,74,-2.00
5448,2025-08-09,40,111.00
5565,2025-08-13,56,11.00
3520,2025-08-06,70,-4.00
2038,2025-08-06,160,-9.00
1316,2025-08-15,140,-10.00
1761,2025-08-07,156,7.00
4571,2025-08-12,38,182.00
2862,2025-08-14,193,-1.00
2195,2025-08-02,192,62.00
3604,2025-08-05,88,-7.00
1741,2025-08-10,163,-4.00
3464,2025-08-06,59,23.00
4517,2025-08-01,49,-12.00
5108,2025-08-01,44,1.00
1324,2025-08-01,235,10.00
2440,2025-08-04,188,37.00
987,2025-08-09,337,15.00
5836,2025-08-07,62,-7.00
611,2025-08-13,212,-7.00
2627,2025-08-15,146,0.00
445,2025-08-06,178,-1.00
2113,2025-08-14,149,105.00
2640,2025-08-08,85,-9.00
4588,2025-08-07,52,1.00
1830,2025-08-01,152,4.00
466,2025-08-15,82,39.00
1126,2025-08-14,135,32.00
1316,2025-08-14,128,-7.00
265,2025-08-07,135,49.00
2323,2025-08-02,355,3.00
5420,2025-08-08,50,-3.00
2179,2025-08-05,259,-1.00
3603,2025-08-01,73,2.00
5843,2025-08-05,81,-6.00
4792,2025-08-12,62,811.00
5668,2025-08-02,55,-8.00
1594,2025-08-02,180,-4.00
3465,2025-08-09,90,-1.00
3433,2025-08-04,80,-2.00
1492,2025-08-04,155,39.00
5737,2025-08-09,81,-1.00
4568,2025-08-07,49,-1.00
356,2025-08-04,164,62.00
2302,2025-08-09,175,-5.00
2329,2025-08-15,130,47.00
1269,2025-08-12,176,148.00
4584,2025-08-14,42,13.00
4482,2025-08-09,58,-4.00
2369,2025-08-02,239,1.00
1347,2025-08-10,141,444.00
5108,2025-08-10,46,215.00
2387,2025-08-15,122,-6.00
5398,2025-08-01,85,-2.00
5045,2025-08-10,60,193.00
5037,2025-08-14,12,1.00
987,2025-08-01,434,-3.00
793,2025-08-10,128,121.00
5538,2025-08-14,45,-2.00
3628,2025-08-06,72,22.00
1779,2025-08-07,95,19.00
1617,2025-08-12,164,8.00
5859,2025-08-04,112,-4.00
2418,2025-08-15,162,-7.00
3,2025-08-06,175,25.00
1358,2025-08-15,161,8.00
5352,2025-08-12,53,275.00
2862,2025-08-06,147,4.00
4590,2025-08-10,59,39.00
2172,2025-08-13,152,-1.00
2280,2025-08-02,318,-2.00
777,2025-08-15,167,5.00
4502,2025-08-05,58,-10.00
4610,2025-08-07,56,61.00
3568,2025-08-02,84,229.00
1097,2025-08-01,151,-8.00
5668,2025-08-04,52,21.00
356,2025-08-01,154,9.00
793,2025-08-03,145,98.00
4712,2025-08-11,76,14.00
929,2025-08-01,203,23.00
1387,2025-08-04,391,-3.00
2075,2025-08-11,149,12.00
2099,2025-08-14,190,-6.00
416,2025-08-10,243,51.00
1776,2025-08-07,176,-2.00
980,2025-08-08,296,-3.00
4194,2025-08-11,49,-8.00
1301,2025-08-11,128,6.00
1899,2025-08-07,129,18.00
2280,2025-08-13,269,-2.00
5585,2025-08-13,69,-8.00
2666,2025-08-14,203,-8.00
5344,2025-08-01,58,-7.00
349,2025-08-09,197,18.00
5352,2025-08-03,52,7.00
4425,2025-08-12,45,360.00
4519,2025-08-15,48,-7.00
4391,2025-08-07,55,6.00
5136,2025-08-09,8,-10.00
5382,2025-08-15,45,2.00
763,2025-08-05,219,46.00
912,2025-08-01,207,35.00
5099,2025-08-08,42,7.00
422,2025-08-07,323,13.00
1803,2025-08-08,239,24.00
3433,2025-08-14,67,-9.00
3571,2025-08-05,65,-8.00
2414,2025-08-01,173,-6.00
5429,2025-08-13,83,1.00
2090,2025-08-14,183,-1.00
1205,2025-08-04,205,8.00
5555,2025-08-06,51,12.00
2672,2025-08-15,121,-9.00
1377,2025-08-11,176,-1.00
764,2025-08-06,132,-1.00
5819,2025-08-07,56,-8.00
1989,2025-08-15,203,-6.00
4638,2025-08-06,59,-1.00
2099,2025-08-08,190,1.00
3715,2025-08-09,82,-5.00
4563,2025-08-02,55,4.00
708,2025-08-11,128,-7.00
1878,2025-08-07,246,-1.00
4436,2025-08-01,54,-5.00
2627,2025-08-03,121,39.00
4554,2025-08-11,46,-3.00
5125,2025-08-08,72,-4.00
2290,2025-08-09,156,174.00
4613,2025-08-10,53,-4.00
3523,2025-08-14,83,-2.00
5836,2025-08-14,47,-4.00
5603,2025-08-04,58,65.00
1269,2025-08-08,104,3.00
592,2025-08-07,136,16.00
1583,2025-08-07,192,117.00
3668,2025-08-09,109,0.00
5427,2025-08-08,53,-4.00
2038,2025-08-01,144,-8.00
1980,2025-08-04,153,-7.00
286,2025-08-04,181,-8.00
2177,2025-08-12,127,35.00
845,2025-08-11,351,92.00
1815,2025-08-01,181,-10.00
1909,2025-08-14,187,-3.00
5821,2025-08-12,46,116.00
3716,2025-08-07,83,-3.00
5833,2025-08-08,81,-2.00
1741,2025-08-06,161,-3.00
2684,2025-08-12,172,6.00
1297,2025-08-12,132,31.00
5915,2025-08-11,44,146.00
5125,2025-08-02,50,-5.00
2179,2025-08-10,265,91.00
1139,2025-08-15,136,-5.00
380,2025-08-09,197,196.00
293,2025-08-01,202,-1.00
5603,2025-08-02,60,-2.00
1842,2025-08-04,222,-1.00
4380,2025-08-05,53,-7.00
1909,2025-08-03,242,6.00
881,2025-08-06,352,-9.00
2144,2025-08-06,144,11.00
4611,2025-08-11,43,8.00
972,2025-08-07,373,29.00
2144,2025-08-12,135,22.00
1525,2025-08-12,150,5.00
1224,2025-08-11,196,-4.00
3421,2025-08-04,83,-7.00
5375,2025-08-05,57,-6.00
4600,2025-08-03,62,-3.00
1989,2025-08-11,202,51.00
1776,2025-08-06,160,4.00
5517,2025-08-12,44,12.00
4739,2025-08-15,42,107.00
5699,2025-08-07,84,65.00
5309,2025-08-04,48,-7.00
2133,2025-08-02,235,121.00
3523,2025-08-03,96,23.00
3536,2025-08-12,48,-7.00
359,2025-08-14,148,-4.00
481,2025-08-03,132,3.00
5314,2025-08-01,35,243.00
5026,2025-08-01,33,9.00
1273,2025-08-04,243,-1.00
312,2025-08-12,101,224.00
576,2025-08-11,213,1.00
791,2025-08-11,218,55.00
1168,2025-08-04,233,-3.00
4491,2025-08-08,47,-6.00
1996,2025-08-05,266,-8.00
786,2025-08-15,170,-9.00
5977,2025-08-03,77,-5.00
5646,2025-08-05,53,-6.00
3690,2025-08-04,78,9.00
2226,2025-08-06,199,3.00
5398,2025-08-06,63,68.00
1577,2025-08-03,261,2.00
3700,2025-08-14,70,-9.00
5352,2025-08-15,38,-2.00
1878,2025-08-12,232,-10.00
3465,2025-08-11,78,-8.00
4445,2025-08-15,45,2.00
1297,2025-08-03,151,19.00
4554,2025-08-07,45,0.00
5490,2025-08-03,76,-3.00
1198,2025-08-07,239,42.00
1584,2025-08-04,209,-8.00
4463,2025-08-06,44,2.00
4188,2025-08-14,49,107.00
2378,2025-08-06,256,137.00
3668,2025-08-14,64,14.00
4780,2025-08-07,54,5.00
5568,2025-08-05,57,-8.00
3635,2025-08-15,73,4.00
5643,2025-08-09,34,108.00
5234,2025-08-02,48,-5.00
356,2025-08-08,133,-3.00
3638,2025-08-12,90,-6.00
5534,2025-08-02,83,-2.00
5731,2025-08-05,83,-5.00
5668,2025-08-03,58,12.00
1146,2025-08-10,138,-8.00
5637,2025-08-09,41,-5.00
3536,2025-08-10,61,8.00
2092,2025-08-02,214,-5.00
356,2025-08-11,133,0.00
622,2025-08-11,437,8.00
944,2025-08-05,244,-3.00
291,2025-08-15,166,10.00
5868,2025-08-15,86,-2.00
5448,2025-08-04,52,2.00
5557,2025-08-03,79,-4.00
5795,2025-08-05,75,-8.00
445,2025-08-05,142,-2.00
3667,2025-08-02,98,4.00
587,2025-08-06,168,0.00
1178,2025-08-01,231,4.00
4778,2025-08-01,50,132.00
5289,2025-08-13,49,192.00
1741,2025-08-07,150,-3.00
4542,2025-08-11,56,79.00
5383,2025-08-12,48,12.00
5269,2025-08-10,45,306.00
1215,2025-08-15,172,-5.00
4789,2025-08-08,72,66.00
5608,2025-08-15,47,-10.00
5601,2025-08-15,50,-3.00
4791,2025-08-15,49,-3.00
3663,2025-08-08,85,2.00
5470,2025-08-09,96,-4.00
3520,2025-08-03,68,14.00
2661,2025-08-08,194,21.00
5493,2025-08-02,59,8.00
2627,2025-08-01,72,-4.00
2005,2025-08-15,77,67.00
4406,2025-08-15,58,24.00
769,2025-08-08,275,26.00
2011,2025-08-01,170,36.00
2329,2025-08-10,139,60.00
2182,2025-08-07,212,-7.00
1599,2025-08-08,453,-5.00
5652,2025-08-02,89,74.00
2430,2025-08-11,168,5.00
600,2025-08-10,207,13.00
1044,2025-08-02,318,61.00
5446,2025-08-01,81,-1.00
1842,2025-08-10,224,71.00
4426,2025-08-11,53,-3.00
1756,2025-08-14,174,72.00
3498,2025-08-07,85,-3.00
729,2025-08-15,70,-5.00
2666,2025-08-03,262,-5.00
2414,2025-08-06,161,-4.00
2497,2025-08-12,101,258.00
3520,2025-08-08,74,6.00
2226,2025-08-02,222,40.00
1178,2025-08-07,141,26.00
1857,2025-08-05,175,25.00
5915,2025-08-15,54,26.00
5414,2025-08-08,60,21.00
1477,2025-08-03,221,-6.00
4590,2025-08-05,56,-7.00
310,2025-08-07,136,3.00
4574,2025-08-14,50,0.00
4389,2025-08-05,50,-10.00
5946,2025-08-06,46,6.00
769,2025-08-11,173,86.00
5274,2025-08-05,48,-5.00
4558,2025-08-14,43,81.00
4739,2025-08-06,44,-5.00
5136,2025-08-08,6,-10.00
5999,2025-08-10,90,84.00
3568,2025-08-11,82,17.00
3603,2025-08-04,83,0.00
2483,2025-08-04,198,22.00
1811,2025-08-15,206,-3.00
5375,2025-08-12,53,-3.00
3468,2025-08-08,88,6.00
5309,2025-08-10,56,28.00
467,2025-08-07,100,15.00
2488,2025-08-11,167,-6.00
3569,2025-08-08,85,-6.00
3,2025-08-07,184,91.00
3402,2025-08-11,78,-2.00
288,2025-08-05,145,-9.00
3628,2025-08-03,82,37.00
2653,2025-08-07,168,-6.00
1239,2025-08-05,184,-3.00
1583,2025-08-11,199,63.00
5230,2025-08-13,58,4.00
909,2025-08-10,270,12.00
5427,2025-08-12,46,49.00
416,2025-08-01,285,25.00
1485,2025-08-11,186,0.00
1316,2025-08-06,133,-10.00
1641,2025-08-04,138,64.00
5557,2025-08-09,102,20.00
1363,2025-08-07,248,-5.00
1398,2025-08-06,140,162.00
2200,2025-08-04,169,2.00
5930,2025-08-05,66,20.00
5646,2025-08-02,57,-9.00
378,2025-08-15,148,-1.00
5215,2025-08-09,47,-8.00
5593,2025-08-11,79,-1.00
3535,2025-08-02,93,-4.00
5557,2025-08-14,87,-1.00
5517,2025-08-05,80,-3.00
4387,2025-08-15,51,-6.00
5526,2025-08-09,42,1.00
3610,2025-08-15,79,-1.00
2618,2025-08-09,191,47.00
5215,2025-08-04,53,-3.00
4791,2025-08-05,45,6.00
5414,2025-08-05,40,-3.00
5272,2025-08-10,54,2.00
5124,2025-08-06,45,95.00
3569,2025-08-03,81,-4.00
4452,2025-08-02,60,-9.00
5124,2025-08-09,22,87.00
422,2025-08-06,345,23.00
4507,2025-08-14,53,6.00
1006,2025-08-07,186,100.00
4558,2025-08-11,49,-6.00
2039,2025-08-03,236,5.00
2039,2025-08-09,140,8.00
563,2025-08-10,255,0.00
664,2025-08-01,188,10.00
1030,2025-08-08,115,6.00
291,2025-08-09,128,78.00
1801,2025-08-04,248,28.00
1872,2025-08-01,176,39.00
5737,2025-08-10,81,98.00
5601,2025-08-10,48,79.00
5565,2025-08-14,46,52.00
3523,2025-08-05,82,-7.00
467,2025-08-11,174,-2.00
3635,2025-08-11,67,-1.00
580,2025-08-13,214,-1.00
1403,2025-08-12,67,270.00
2430,2025-08-07,149,-1.00
1710,2025-08-12,82,113.00
5122,2025-08-04,56,-6.00
3694,2025-08-13,81,-7.00
609,2025-08-15,165,-4.00
5260,2025-08-14,52,70.00
4501,2025-08-05,48,-7.00
3536,2025-08-13,57,-2.00
764,2025-08-08,159,-3.00
4476,2025-08-15,49,1.00
4585,2025-08-02,45,-1.00
1146,2025-08-09,227,-3.00
1239,2025-08-01,171,0.00
5810,2025-08-02,54,25.00
5748,2025-08-05,37,-10.00
4501,2025-08-09,46,-3.00
4552,2025-08-08,53,6.00
5398,2025-08-03,97,2.00
5603,2025-08-13,47,19.00
4395,2025-08-13,52,-6.00
3542,2025-08-05,85,2.00
1224,2025-08-14,68,-7.00
1803,2025-08-14,229,-4.00
2333,2025-08-15,185,-5.00
4568,2025-08-01,60,-5.00
587,2025-08-11,191,5.00
2389,2025-08-02,271,-2.00
2254,2025-08-01,205,-6.00
5868,2025-08-02,66,0.00
534,2025-08-08,197,79.00
2414,2025-08-11,157,-1.00
1273,2025-08-14,153,-6.00
1485,2025-08-06,215,-5.00
5099,2025-08-09,49,-7.00
563,2025-08-08,210,6.00
4574,2025-08-01,62,-9.00
5309,2025-08-02,60,6.00
2333,2025-08-02,204,-5.00
1742,2025-08-02,226,-2.00
2640,2025-08-14,50,30.00
1198,2025-08-10,298,9.00
1144,2025-08-01,178,40.00
1989,2025-08-04,180,-1.00
4491,2025-08-07,49,36.00
5521,2025-08-03,44,51.00
5274,2025-08-02,49,12.00
5414,2025-08-01,50,94.00
4184,2025-08-14,50,-6.00
416,2025-08-15,281,4.00
2177,2025-08-02,126,2.00
1693,2025-08-10,134,33.00
265,2025-08-09,129,40.00
592,2025-08-04,189,47.00
3440,2025-08-11,80,-3.00
2225,2025-08-14,182,-3.00
349,2025-08-03,142,-3.00
5538,2025-08-01,50,-2.00
3536,2025-08-05,75,-9.00
2177,2025-08-05,124,-2.00
2155,2025-08-05,282,73.00
5337,2025-08-05,77,0.00
1967,2025-08-11,230,-3.00
576,2025-08-10,219,0.00
5448,2025-08-05,51,-8.00
5637,2025-08-04,41,5.00
980,2025-08-11,254,-1.00
2059,2025-08-08,201,-2.00
359,2025-08-04,160,-2.00
2628,2025-08-13,59,114.00
708,2025-08-15,130,3.00
4406,2025-08-14,59,-9.00
2039,2025-08-15,285,17.00
5272,2025-08-15,53,120.00
5565,2025-08-04,43,-5.00
276,2025-08-04,204,0.00
1306,2025-08-01,223,-7.00
2609,2025-08-09,174,4.00
118,2025-08-06,215,102.00
5731,2025-08-15,84,16.00
4474,2025-08-08,57,-8.00
2154,2025-08-06,171,130.00
3465,2025-08-14,73,10.00
4542,2025-08-13,33,13.00
3668,2025-08-10,64,-3.00
2182,2025-08-13,165,0.00
2280,2025-08-14,208,-5.00
2177,2025-08-08,131,141.00
1923,2025-08-04,129,-4.00
5565,2025-08-01,46,-7.00
2100,2025-08-03,176,21.00
1252,2025-08-05,66,-3.00
1823,2025-08-01,236,25.00
2138,2025-08-03,173,6.00
2370,2025-08-07,219,-1.00
1658,2025-08-05,169,-8.00
5309,2025-08-13,40,1.00
1848,2025-08-01,148,8.00
1492,2025-08-08,87,104.00
2494,2025-08-04,171,-1.00
1803,2025-08-10,232,-5.00
2417,2025-08-14,190,14.00
2254,2025-08-05,237,-9.00
2092,2025-08-08,215,-10.00
5320,2025-08-11,45,-1.00
467,2025-08-03,182,-1.00
763,2025-08-14,186,50.00
5833,2025-08-01,92,6.00
5447,2025-08-05,72,-6.00
929,2025-08-07,160,32.00
1946,2025-08-11,179,-6.00
378,2025-08-06,244,-2.00
786,2025-08-10,164,61.00
2333,2025-08-07,208,-7.00
5362,2025-08-13,35,32.00
3696,2025-08-15,82,-5.00
5532,2025-08-07,68,-6.00
563,2025-08-03,199,-4.00
2113,2025-08-10,104,-2.00
4445,2025-08-07,51,-4.00
5103,2025-08-03,36,21.00
4173,2025-08-03,56,-2.00
4445,2025-08-02,57,-3.00
4391,2025-08-15,43,92.00
2211,2025-08-04,178,3.00
2182,2025-08-14,175,-7.00
3,2025-08-12,163,16.00
4638,2025-08-02,83,0.00
4387,2025-08-01,59,-5.00
5988,2025-08-03,73,-4.00
791,2025-08-01,243,-8.00
1270,2025-08-02,293,0.00
5250,2025-08-04,76,3.00
909,2025-08-09,236,43.00
5262,2025-08-06,53,3.00
2323,2025-08-01,266,-6.00
1830,2025-08-05,148,-3.00
5420,2025-08-06,54,85.00
5219,2025-08-04,71,10.00
4445,2025-08-14,47,-7.00
5593,2025-08-12,75,25.00
6002,2025-08-06,77,7.00
2640,2025-08-04,122,13.00
3654,2025-08-10,86,-1.00
2657,2025-08-05,195,1.00
2666,2025-08-12,85,1.00
1974,2025-08-07,121,23.00
721,2025-08-10,218,-3.00
2394,2025-08-12,166,8.00
2144,2025-08-12,135,22.00
5555,2025-08-11,49,-7.00
4584,2025-08-05,50,4.00
2005,2025-08-07,126,4.00
1776,2025-08-15,207,-1.00
5314,2025-08-09,52,25.00
1776,2025-08-05,169,-2.00
1113,2025-08-10,125,3.00
5474,2025-08-03,47,-6.00
1491,2025-08-15,110,51.00
1583,2025-08-08,128,-6.00
4380,2025-08-12,45,-9.00
2361,2025-08-02,313,3.00
1594,2025-08-01,170,39.00
5819,2025-08-06,44,-5.00
3525,2025-08-03,83,-1.00
5376,2025-08-06,90,-6.00
4563,2025-08-06,47,-3.00
5737,2025-08-03,81,17.00
3614,2025-08-08,94,6.00
660,2025-08-07,220,-2.00
310,2025-08-09,145,2.00
5836,2025-08-06,54,-8.00
5988,2025-08-01,88,-5.00
1495,2025-08-01,217,58.00
3654,2025-08-05,85,-8.00
2104,2025-08-07,219,36.00
1144,2025-08-14,141,10.00
3694,2025-08-02,90,-2.00
2202,2025-08-05,205,19.00
1129,2025-08-04,169,-3.00
1044,2025-08-01,315,-1.00
4638,2025-08-05,84,0.00
609,2025-08-14,190,3.00
1082,2025-08-12,141,-1.00
5136,2025-08-04,6,9.00
5251,2025-08-10,20,353.00
1677,2025-08-13,180,65.00
2148,2025-08-11,170,14.00
5309,2025-08-03,48,2.00
1270,2025-08-10,234,6.00
6004,2025-08-09,53,5.00
2075,2025-08-04,205,1.00
5810,2025-08-04,54,-5.00
1564,2025-08-13,85,241.00
1178,2025-08-02,214,-2.00
1803,2025-08-15,169,299.00
5610,2025-08-06,43,-3.00
2201,2025-08-04,219,17.00
1564,2025-08-12,115,168.00
907,2025-08-03,355,37.00
5836,2025-08-13,47,0.00
4789,2025-08-07,89,-6.00
592,2025-08-10,156,36.00
563,2025-08-02,233,43.00
2629,2025-08-15,201,-10.00
5643,2025-08-02,40,575.00
5517,2025-08-03,67,77.00
752,2025-08-13,86,-5.00
3542,2025-08-08,73,-5.00
1413,2025-08-12,84,-7.00
4546,2025-08-02,46,48.00
5353,2025-08-12,41,-10.00
3421,2025-08-07,36,-7.00
490,2025-08-13,124,-5.00
5637,2025-08-03,52,37.00
5103,2025-08-10,45,19.00
2494,2025-08-03,207,41.00
944,2025-08-01,399,90.00
5131,2025-08-06,51,0.00
2653,2025-08-10,192,-4.00
617,2025-08-13,156,-5.00
2657,2025-08-08,199,-4.00
1069,2025-08-04,126,28.00
764,2025-08-01,171,-5.00
729,2025-08-08,143,0.00
533,2025-08-02,189,2.00
1215,2025-08-04,185,-5.00
2385,2025-08-09,175,-6.00
909,2025-08-03,195,4.00
2417,2025-08-07,225,51.00
118,2025-08-12,160,229.00
2148,2025-08-09,181,18.00
5868,2025-08-08,79,4.00
3468,2025-08-01,81,-6.00
2011,2025-08-03,208,-5.00
5988,2025-08-08,91,0.00
1659,2025-08-11,242,0.00
4425,2025-08-14,50,-2.00
1144,2025-08-08,181,23.00
1657,2025-08-14,189,-5.00
2455,2025-08-08,194,-2.00
5624,2025-08-13,61,3.00
1324,2025-08-09,225,23.00
2137,2025-08-12,184,-2.00
1657,2025-08-05,185,-9.00
3641,2025-08-02,83,-2.00
5437,2025-08-02,54,-5.00
2147,2025-08-08,125,9.00
2008,2025-08-10,269,32.00
1448,2025-08-01,135,-2.00
481,2025-08-11,130,25.00
312,2025-08-11,158,14.00
1775,2025-08-04,192,-1.00
1974,2025-08-11,139,15.00
2148,2025-08-02,160,6.00
5999,2025-08-04,76,-8.00
5505,2025-08-04,51,2.00
5499,2025-08-07,51,0.00
4718,2025-08-13,76,-7.00
5100,2025-08-07,22,38.00
5309,2025-08-14,36,-2.00
5136,2025-08-01,9,-9.00
1381,2025-08-04,155,-6.00
1742,2025-08-11,155,-1.00
1361,2025-08-02,164,2.00
5337,2025-08-13,81,-1.00
2232,2025-08-06,118,-8.00
2370,2025-08-02,240,-8.00
714,2025-08-14,143,-1.00
4426,2025-08-01,58,-4.00
2182,2025-08-15,156,116.00
2417,2025-08-09,206,192.00
2201,2025-08-07,237,-1.00
2672,2025-08-11,161,-1.00
2618,2025-08-03,141,-1.00
2278,2025-08-06,224,-6.00
3655,2025-08-01,74,29.00
1491,2025-08-01,128,0.00
1785,2025-08-13,195,294.00
3468,2025-08-06,69,-9.00
4380,2025-08-09,52,-3.00
1778,2025-08-04,174,-2.00
3628,2025-08-15,66,0.00
6004,2025-08-02,92,4.00
2280,2025-08-08,219,-9.00
1974,2025-08-09,144,2.00
2628,2025-08-04,152,-3.00
310,2025-08-01,151,2.00
2385,2025-08-12,170,-5.00
2364,2025-08-02,150,76.00
2487,2025-08-10,185,29.00
5138,2025-08-03,45,-1.00
611,2025-08-08,275,-9.00
1209,2025-08-04,170,70.00
987,2025-08-11,249,26.00
1923,2025-08-13,93,26.00
5608,2025-08-03,68,-4.00
5103,2025-08-09,48,2.00
1879,2025-08-09,226,-7.00
4416,2025-08-06,50,2.00
4571,2025-08-07,63,85.00
5262,2025-08-10,46,3.00
5470,2025-08-02,94,6.00
2483,2025-08-15,192,26.00
769,2025-08-10,240,92.00
2133,2025-08-05,204,-3.00
1775,2025-08-01,225,-3.00
1599,2025-08-14,378,0.00
3465,2025-08-06,73,8.00
3421,2025-08-01,86,78.00
1381,2025-08-15,94,5.00
2189,2025-08-15,178,-4.00
202,2025-08-02,394,-2.00
2290,2025-08-04,134,63.00
2618,2025-08-10,174,1.00
580,2025-08-01,216,5.00
5250,2025-08-14,78,-1.00
2099,2025-08-10,220,2.00
411,2025-08-05,124,-6.00
3,2025-08-04,199,9.00
2232,2025-08-11,168,16.00
2226,2025-08-14,205,1.00
3707,2025-08-02,84,-2.00
3716,2025-08-06,89,-3.00
1660,2025-08-02,290,2.00
307,2025-08-08,138,-7.00
714,2025-08-07,116,171.00
3610,2025-08-02,79,7.00
2378,2025-08-04,217,-5.00
3718,2025-08-07,71,-3.00
1452,2025-08-02,216,-2.00
4502,2025-08-10,48,12.00
4554,2025-08-05,49,-4.00
5262,2025-08-11,52,-9.00
2628,2025-08-10,132,11.00
5360,2025-08-09,43,83.00
5841,2025-08-09,59,17.00
5526,2025-08-02,62,-5.00
1599,2025-08-02,530,6.00
