flight_number,scheduled_departure_date,departure_delay_min,total_pax,ssr_count,load_category,ssr_volume
5027,2025-08-13,-8.0,49,10,Low Load,Low SSR
2254,2025-08-06,-6.0,268,71,High Load,High SSR
5977,2025-08-01,-3.0,55,34,Low Load,Low SSR
467,2025-08-12,447.0,140,99,Medium Load,High SSR
3638,2025-08-13,-4.0,95,15,Medium Load,Low SSR
1215,2025-08-12,16.0,170,66,High Load,High SSR
5447,2025-08-09,-10.0,98,19,Medium Load,Low SSR
5977,2025-08-02,-3.0,81,34,Medium Load,Low SSR
2200,2025-08-06,135.0,210,80,High Load,High SSR
3628,2025-08-05,4.0,77,20,Medium Load,Low SSR
2323,2025-08-12,29.0,210,55,High Load,High SSR
3409,2025-08-13,95.0,81,29,Medium Load,Low SSR
5290,2025-08-11,73.0,74,18,Medium Load,Low SSR
5353,2025-08-15,-6.0,46,17,Low Load,Low SSR
5020,2025-08-02,-6.0,37,26,Low Load,Low SSR
5344,2025-08-13,13.0,52,42,Low Load,High SSR
1811,2025-08-05,-2.0,174,151,High Load,High SSR
845,2025-08-06,205.0,329,212,High Load,High SSR
2616,2025-08-11,1.0,208,98,High Load,High SSR
592,2025-08-09,10.0,159,52,Medium Load,High SSR
5593,2025-08-07,-7.0,58,35,Low Load,Low SSR
907,2025-08-02,6.0,412,135,High Load,High SSR
343,2025-08-07,3.0,233,104,High Load,High SSR
1077,2025-08-11,-5.0,175,6,High Load,Low SSR
286,2025-08-12,-5.0,175,51,High Load,High SSR
1577,2025-08-13,-1.0,275,88,High Load,High SSR
5868,2025-08-01,6.0,67,30,Low Load,Low SSR
1564,2025-08-11,9.0,165,58,Medium Load,High SSR
2691,2025-08-05,-7.0,201,30,High Load,Low SSR
2099,2025-08-03,-1.0,226,141,High Load,High SSR
4463,2025-08-02,-11.0,47,23,Low Load,Low SSR
5988,2025-08-04,-2.0,78,14,Medium Load,Low SSR
2113,2025-08-08,57.0,209,103,High Load,High SSR
1657,2025-08-10,2.0,167,25,Medium Load,Low SSR
1485,2025-08-04,-1.0,215,78,High Load,High SSR
5375,2025-08-10,18.0,58,19,Low Load,Low SSR
3690,2025-08-12,289.0,56,19,Low Load,Low SSR
1198,2025-08-05,2.0,281,36,High Load,Low SSR
5358,2025-08-13,17.0,49,32,Low Load,Low SSR
2657,2025-08-10,-10.0,187,88,High Load,High SSR
1848,2025-08-12,-7.0,116,78,Medium Load,High SSR
1851,2025-08-15,85.0,136,62,Medium Load,High SSR
5398,2025-08-08,0.0,78,16,Medium Load,Low SSR
1097,2025-08-13,-8.0,114,32,Medium Load,Low SSR
4554,2025-08-10,38.0,49,23,Low Load,Low SSR
602,2025-08-05,4.0,216,58,High Load,High SSR
5140,2025-08-14,-2.0,40,20,Low Load,Low SSR
349,2025-08-05,8.0,209,41,High Load,High SSR
5427,2025-08-09,93.0,59,23,Low Load,Low SSR
1100,2025-08-14,-4.0,145,36,Medium Load,Low SSR
5094,2025-08-13,27.0,59,16,Low Load,Low SSR
5643,2025-08-15,20.0,46,25,Low Load,Low SSR
3493,2025-08-02,26.0,68,22,Low Load,Low SSR
580,2025-08-08,0.0,230,137,High Load,High SSR
5538,2025-08-08,107.0,53,21,Low Load,Low SSR
5668,2025-08-15,96.0,53,26,Low Load,Low SSR
4780,2025-08-01,-5.0,51,20,Low Load,Low SSR
4468,2025-08-15,30.0,44,14,Low Load,Low SSR
1477,2025-08-02,-2.0,96,43,Medium Load,High SSR
5027,2025-08-03,-10.0,3,10,Low Load,Low SSR
4474,2025-08-14,-10.0,43,14,Low Load,Low SSR
219,2025-08-10,32.0,357,93,High Load,High SSR
4431,2025-08-01,2.0,50,17,Low Load,Low SSR
987,2025-08-10,15.0,314,90,High Load,High SSR
482,2025-08-01,-2.0,179,28,High Load,Low SSR
953,2025-08-06,142.0,210,89,High Load,High SSR
2147,2025-08-02,73.0,137,40,Medium Load,Low SSR
881,2025-08-02,0.0,389,93,High Load,High SSR
1301,2025-08-01,102.0,149,37,Medium Load,Low SSR
611,2025-08-10,0.0,276,192,High Load,High SSR
2211,2025-08-14,270.0,150,87,Medium Load,High SSR
660,2025-08-13,-6.0,203,55,High Load,High SSR
1643,2025-08-14,78.0,202,58,High Load,High SSR
286,2025-08-02,-4.0,112,51,Medium Load,High SSR
1324,2025-08-02,7.0,215,78,High Load,High SSR
2133,2025-08-15,79.0,160,91,Medium Load,High SSR
5358,2025-08-03,-9.0,50,32,Low Load,Low SSR
466,2025-08-05,-4.0,89,22,Medium Load,Low SSR
3451,2025-08-04,-4.0,81,26,Medium Load,Low SSR
1492,2025-08-02,10.0,150,100,Medium Load,High SSR
1387,2025-08-07,276.0,426,83,High Load,High SSR
2418,2025-08-08,-7.0,173,40,High Load,Low SSR
912,2025-08-05,-3.0,172,76,High Load,High SSR
445,2025-08-07,7.0,179,86,High Load,High SSR
1448,2025-08-14,1.0,129,78,Medium Load,High SSR
1842,2025-08-14,9.0,178,61,High Load,High SSR
4452,2025-08-13,-8.0,50,22,Low Load,Low SSR
1983,2025-08-13,-2.0,183,88,High Load,High SSR
5874,2025-08-03,4.0,52,29,Low Load,Low SSR
1710,2025-08-15,264.0,98,118,Medium Load,High SSR
5425,2025-08-02,-1.0,48,21,Low Load,Low SSR
2609,2025-08-08,-6.0,172,38,High Load,Low SSR
5859,2025-08-03,-6.0,101,3,Medium Load,Low SSR
247,2025-08-10,0.0,163,83,Medium Load,High SSR
2665,2025-08-08,0.0,170,96,High Load,High SSR
4599,2025-08-05,21.0,54,16,Low Load,Low SSR
5122,2025-08-11,-1.0,50,17,Low Load,Low SSR
5250,2025-08-11,14.0,68,14,Low Load,Low SSR
4599,2025-08-04,55.0,59,16,Low Load,Low SSR
4395,2025-08-02,-1.0,62,29,Low Load,Low SSR
5499,2025-08-08,0.0,34,30,Low Load,Low SSR
5108,2025-08-04,-8.0,49,33,Low Load,Low SSR
5608,2025-08-09,-5.0,52,17,Low Load,Low SSR
4718,2025-08-08,-8.0,52,22,Low Load,Low SSR
4173,2025-08-10,215.0,60,10,Low Load,Low SSR
4599,2025-08-03,-3.0,51,16,Low Load,Low SSR
907,2025-08-06,133.0,316,135,High Load,High SSR
219,2025-08-03,-5.0,389,93,High Load,High SSR
2106,2025-08-08,9.0,232,56,High Load,High SSR
1941,2025-08-11,-5.0,133,45,Medium Load,High SSR
556,2025-08-11,6.0,197,28,High Load,Low SSR
467,2025-08-01,11.0,132,99,Medium Load,High SSR
2653,2025-08-06,-3.0,206,49,High Load,High SSR
1182,2025-08-12,222.0,109,61,Medium Load,High SSR
763,2025-08-02,-4.0,272,44,High Load,High SSR
609,2025-08-07,1.0,190,110,High Load,High SSR
2138,2025-08-14,27.0,213,72,High Load,High SSR
5392,2025-08-14,-1.0,55,24,Low Load,Low SSR
1577,2025-08-05,35.0,287,88,High Load,High SSR
4491,2025-08-04,-5.0,47,20,Low Load,Low SSR
2039,2025-08-11,-2.0,221,94,High Load,High SSR
3,2025-08-01,-12.0,177,57,High Load,High SSR
3638,2025-08-11,-6.0,85,15,Medium Load,Low SSR
5219,2025-08-06,20.0,30,25,Low Load,Low SSR
5699,2025-08-01,58.0,78,31,Medium Load,Low SSR
2683,2025-08-10,47.0,177,69,High Load,High SSR
1778,2025-08-08,-1.0,122,94,Medium Load,High SSR
3604,2025-08-04,-1.0,87,24,Medium Load,Low SSR
2232,2025-08-05,92.0,137,20,Medium Load,Low SSR
2278,2025-08-07,333.0,222,164,High Load,High SSR
3440,2025-08-13,-2.0,74,24,Medium Load,Low SSR
5448,2025-08-09,111.0,40,26,Low Load,Low SSR
5565,2025-08-13,11.0,56,76,Low Load,High SSR
3520,2025-08-06,-4.0,70,13,Low Load,Low SSR
2038,2025-08-06,-9.0,160,28,Medium Load,Low SSR
1316,2025-08-15,-10.0,140,60,Medium Load,High SSR
1761,2025-08-07,7.0,156,107,Medium Load,High SSR
4571,2025-08-12,182.0,38,18,Low Load,Low SSR
2862,2025-08-14,-1.0,193,82,High Load,High SSR
2195,2025-08-02,62.0,192,85,High Load,High SSR
3604,2025-08-05,-7.0,88,24,Medium Load,Low SSR
1741,2025-08-10,-4.0,163,47,Medium Load,High SSR
3464,2025-08-06,23.0,59,14,Low Load,Low SSR
4517,2025-08-01,-12.0,49,14,Low Load,Low SSR
5108,2025-08-01,1.0,44,33,Low Load,Low SSR
1324,2025-08-01,10.0,235,78,High Load,High SSR
2440,2025-08-04,37.0,188,92,High Load,High SSR
987,2025-08-09,15.0,337,90,High Load,High SSR
5836,2025-08-07,-7.0,62,17,Low Load,Low SSR
611,2025-08-13,-7.0,212,48,High Load,High SSR
2627,2025-08-15,0.0,146,68,Medium Load,High SSR
445,2025-08-06,-1.0,178,86,High Load,High SSR
2113,2025-08-14,105.0,149,103,Medium Load,High SSR
2640,2025-08-08,-9.0,85,34,Medium Load,Low SSR
4588,2025-08-07,1.0,52,21,Low Load,Low SSR
1830,2025-08-01,4.0,152,70,Medium Load,High SSR
466,2025-08-15,39.0,82,22,Medium Load,Low SSR
1126,2025-08-14,32.0,135,44,Medium Load,High SSR
1316,2025-08-14,-7.0,128,60,Medium Load,High SSR
265,2025-08-07,49.0,135,88,Medium Load,High SSR
2323,2025-08-02,3.0,355,55,High Load,High SSR
5420,2025-08-08,-3.0,50,23,Low Load,Low SSR
2179,2025-08-05,-1.0,259,104,High Load,High SSR
3603,2025-08-01,2.0,73,29,Medium Load,Low SSR
5843,2025-08-05,-6.0,81,19,Medium Load,Low SSR
4792,2025-08-12,811.0,62,41,Low Load,High SSR
5668,2025-08-02,-8.0,55,26,Low Load,Low SSR
1594,2025-08-02,-4.0,180,77,High Load,High SSR
3465,2025-08-09,-1.0,90,25,Medium Load,Low SSR
3433,2025-08-04,-2.0,80,26,Medium Load,Low SSR
1492,2025-08-04,39.0,155,100,Medium Load,High SSR
5737,2025-08-09,-1.0,81,13,Medium Load,Low SSR
4568,2025-08-07,-1.0,49,15,Low Load,Low SSR
356,2025-08-04,62.0,164,108,Medium Load,High SSR
2302,2025-08-09,-5.0,175,21,High Load,Low SSR
2329,2025-08-15,47.0,130,94,Medium Load,High SSR
1269,2025-08-12,148.0,176,118,High Load,High SSR
4584,2025-08-14,13.0,42,22,Low Load,Low SSR
4482,2025-08-09,-4.0,58,15,Low Load,Low SSR
2369,2025-08-02,1.0,239,63,High Load,High SSR
1347,2025-08-10,444.0,141,77,Medium Load,High SSR
5108,2025-08-10,215.0,46,33,Low Load,Low SSR
2387,2025-08-15,-6.0,122,21,Medium Load,Low SSR
5398,2025-08-01,-2.0,85,16,Medium Load,Low SSR
5045,2025-08-10,193.0,60,25,Low Load,Low SSR
5037,2025-08-14,1.0,12,24,Low Load,Low SSR
987,2025-08-01,-3.0,434,90,High Load,High SSR
793,2025-08-10,121.0,128,93,Medium Load,High SSR
5538,2025-08-14,-2.0,45,21,Low Load,Low SSR
3628,2025-08-06,22.0,72,20,Low Load,Low SSR
1779,2025-08-07,19.0,95,46,Medium Load,High SSR
1617,2025-08-12,8.0,164,60,Medium Load,High SSR
5859,2025-08-04,-4.0,112,3,Medium Load,Low SSR
2418,2025-08-15,-7.0,162,40,Medium Load,Low SSR
3,2025-08-06,25.0,175,57,High Load,High SSR
1358,2025-08-15,8.0,161,20,Medium Load,Low SSR
5352,2025-08-12,275.0,53,26,Low Load,Low SSR
2862,2025-08-06,4.0,147,82,Medium Load,High SSR
4590,2025-08-10,39.0,59,26,Low Load,Low SSR
2172,2025-08-13,-1.0,152,99,Medium Load,High SSR
2280,2025-08-02,-2.0,318,54,High Load,High SSR
777,2025-08-15,5.0,167,66,Medium Load,High SSR
4502,2025-08-05,-10.0,58,12,Low Load,Low SSR
4610,2025-08-07,61.0,56,16,Low Load,Low SSR
3568,2025-08-02,229.0,84,26,Medium Load,Low SSR
1097,2025-08-01,-8.0,151,32,Medium Load,Low SSR
5668,2025-08-04,21.0,52,26,Low Load,Low SSR
356,2025-08-01,9.0,154,108,Medium Load,High SSR
793,2025-08-03,98.0,145,93,Medium Load,High SSR
4712,2025-08-11,14.0,76,22,Medium Load,Low SSR
929,2025-08-01,23.0,203,66,High Load,High SSR
1387,2025-08-04,-3.0,391,83,High Load,High SSR
2075,2025-08-11,12.0,149,94,Medium Load,High SSR
2099,2025-08-14,-6.0,190,141,High Load,High SSR
416,2025-08-10,51.0,243,49,High Load,High SSR
1776,2025-08-07,-2.0,176,41,High Load,High SSR
980,2025-08-08,-3.0,296,47,High Load,High SSR
4194,2025-08-11,-8.0,49,12,Low Load,Low SSR
1301,2025-08-11,6.0,128,37,Medium Load,Low SSR
1899,2025-08-07,18.0,129,48,Medium Load,High SSR
2280,2025-08-13,-2.0,269,54,High Load,High SSR
5585,2025-08-13,-8.0,69,13,Low Load,Low SSR
2666,2025-08-14,-8.0,203,40,High Load,Low SSR
5344,2025-08-01,-7.0,58,42,Low Load,High SSR
349,2025-08-09,18.0,197,41,High Load,High SSR
5352,2025-08-03,7.0,52,26,Low Load,Low SSR
4425,2025-08-12,360.0,45,18,Low Load,Low SSR
4519,2025-08-15,-7.0,48,18,Low Load,Low SSR
4391,2025-08-07,6.0,55,19,Low Load,Low SSR
5136,2025-08-09,-10.0,8,17,Low Load,Low SSR
5382,2025-08-15,2.0,45,21,Low Load,Low SSR
763,2025-08-05,46.0,219,44,High Load,High SSR
912,2025-08-01,35.0,207,76,High Load,High SSR
5099,2025-08-08,7.0,42,22,Low Load,Low SSR
422,2025-08-07,13.0,323,143,High Load,High SSR
1803,2025-08-08,24.0,239,64,High Load,High SSR
3433,2025-08-14,-9.0,67,26,Low Load,Low SSR
3571,2025-08-05,-8.0,65,27,Low Load,Low SSR
2414,2025-08-01,-6.0,173,31,High Load,Low SSR
5429,2025-08-13,1.0,83,12,Medium Load,Low SSR
2090,2025-08-14,-1.0,183,41,High Load,High SSR
1205,2025-08-04,8.0,205,67,High Load,High SSR
5555,2025-08-06,12.0,51,17,Low Load,Low SSR
2672,2025-08-15,-9.0,121,62,Medium Load,High SSR
1377,2025-08-11,-1.0,176,69,High Load,High SSR
764,2025-08-06,-1.0,132,34,Medium Load,Low SSR
5819,2025-08-07,-8.0,56,25,Low Load,Low SSR
1989,2025-08-15,-6.0,203,46,High Load,High SSR
4638,2025-08-06,-1.0,59,33,Low Load,Low SSR
2099,2025-08-08,1.0,190,141,High Load,High SSR
3715,2025-08-09,-5.0,82,3,Medium Load,Low SSR
4563,2025-08-02,4.0,55,27,Low Load,Low SSR
708,2025-08-11,-7.0,128,57,Medium Load,High SSR
1878,2025-08-07,-1.0,246,74,High Load,High SSR
4436,2025-08-01,-5.0,54,23,Low Load,Low SSR
2627,2025-08-03,39.0,121,68,Medium Load,High SSR
4554,2025-08-11,-3.0,46,23,Low Load,Low SSR
5125,2025-08-08,-4.0,72,26,Low Load,Low SSR
2290,2025-08-09,174.0,156,52,Medium Load,High SSR
4613,2025-08-10,-4.0,53,13,Low Load,Low SSR
3523,2025-08-14,-2.0,83,33,Medium Load,Low SSR
5836,2025-08-14,-4.0,47,17,Low Load,Low SSR
5603,2025-08-04,65.0,58,67,Low Load,High SSR
1269,2025-08-08,3.0,104,118,Medium Load,High SSR
592,2025-08-07,16.0,136,52,Medium Load,High SSR
1583,2025-08-07,117.0,192,58,High Load,High SSR
3668,2025-08-09,0.0,109,10,Medium Load,Low SSR
5427,2025-08-08,-4.0,53,23,Low Load,Low SSR
2038,2025-08-01,-8.0,144,28,Medium Load,Low SSR
1980,2025-08-04,-7.0,153,25,Medium Load,Low SSR
286,2025-08-04,-8.0,181,51,High Load,High SSR
2177,2025-08-12,35.0,127,30,Medium Load,Low SSR
845,2025-08-11,92.0,351,212,High Load,High SSR
1815,2025-08-01,-10.0,181,45,High Load,High SSR
1909,2025-08-14,-3.0,187,55,High Load,High SSR
5821,2025-08-12,116.0,46,16,Low Load,Low SSR
3716,2025-08-07,-3.0,83,28,Medium Load,Low SSR
5833,2025-08-08,-2.0,81,27,Medium Load,Low SSR
1741,2025-08-06,-3.0,161,47,Medium Load,High SSR
2684,2025-08-12,6.0,172,70,High Load,High SSR
1297,2025-08-12,31.0,132,85,Medium Load,High SSR
5915,2025-08-11,146.0,44,33,Low Load,Low SSR
5125,2025-08-02,-5.0,50,26,Low Load,Low SSR
2179,2025-08-10,91.0,265,104,High Load,High SSR
1139,2025-08-15,-5.0,136,17,Medium Load,Low SSR
380,2025-08-09,196.0,197,69,High Load,High SSR
293,2025-08-01,-1.0,202,42,High Load,High SSR
5603,2025-08-02,-2.0,60,67,Low Load,High SSR
1842,2025-08-04,-1.0,222,61,High Load,High SSR
4380,2025-08-05,-7.0,53,10,Low Load,Low SSR
1909,2025-08-03,6.0,242,55,High Load,High SSR
881,2025-08-06,-9.0,352,93,High Load,High SSR
2144,2025-08-06,11.0,144,53,Medium Load,High SSR
4611,2025-08-11,8.0,43,10,Low Load,Low SSR
972,2025-08-07,29.0,373,181,High Load,High SSR
2144,2025-08-12,22.0,135,212,Medium Load,High SSR
1525,2025-08-12,5.0,150,75,Medium Load,High SSR
1224,2025-08-11,-4.0,196,36,High Load,Low SSR
3421,2025-08-04,-7.0,83,18,Medium Load,Low SSR
5375,2025-08-05,-6.0,57,19,Low Load,Low SSR
4600,2025-08-03,-3.0,62,19,Low Load,Low SSR
1989,2025-08-11,51.0,202,46,High Load,High SSR
1776,2025-08-06,4.0,160,41,Medium Load,High SSR
5517,2025-08-12,12.0,44,18,Low Load,Low SSR
4739,2025-08-15,107.0,42,31,Low Load,Low SSR
5699,2025-08-07,65.0,84,31,Medium Load,Low SSR
5309,2025-08-04,-7.0,48,23,Low Load,Low SSR
2133,2025-08-02,121.0,235,91,High Load,High SSR
3523,2025-08-03,23.0,96,33,Medium Load,Low SSR
3536,2025-08-12,-7.0,48,15,Low Load,Low SSR
359,2025-08-14,-4.0,148,139,Medium Load,High SSR
481,2025-08-03,3.0,132,54,Medium Load,High SSR
5314,2025-08-01,243.0,35,30,Low Load,Low SSR
5026,2025-08-01,9.0,33,19,Low Load,Low SSR
1273,2025-08-04,-1.0,243,36,High Load,Low SSR
312,2025-08-12,224.0,101,34,Medium Load,Low SSR
576,2025-08-11,1.0,213,102,High Load,High SSR
791,2025-08-11,55.0,218,31,High Load,Low SSR
1168,2025-08-04,-3.0,233,58,High Load,High SSR
4491,2025-08-08,-6.0,47,20,Low Load,Low SSR
1996,2025-08-05,-8.0,266,113,High Load,High SSR
786,2025-08-15,-9.0,170,74,High Load,High SSR
5977,2025-08-03,-5.0,77,34,Medium Load,Low SSR
5646,2025-08-05,-6.0,53,16,Low Load,Low SSR
3690,2025-08-04,9.0,78,19,Medium Load,Low SSR
2226,2025-08-06,3.0,199,76,High Load,High SSR
5398,2025-08-06,68.0,63,16,Low Load,Low SSR
1577,2025-08-03,2.0,261,88,High Load,High SSR
3700,2025-08-14,-9.0,70,10,Low Load,Low SSR
5352,2025-08-15,-2.0,38,26,Low Load,Low SSR
1878,2025-08-12,-10.0,232,74,High Load,High SSR
3465,2025-08-11,-8.0,78,25,Medium Load,Low SSR
4445,2025-08-15,2.0,45,17,Low Load,Low SSR
1297,2025-08-03,19.0,151,85,Medium Load,High SSR
4554,2025-08-07,0.0,45,23,Low Load,Low SSR
5490,2025-08-03,-3.0,76,12,Medium Load,Low SSR
1198,2025-08-07,42.0,239,36,High Load,Low SSR
1584,2025-08-04,-8.0,209,55,High Load,High SSR
4463,2025-08-06,2.0,44,23,Low Load,Low SSR
4188,2025-08-14,107.0,49,22,Low Load,Low SSR
2378,2025-08-06,137.0,256,47,High Load,High SSR
3668,2025-08-14,14.0,64,10,Low Load,Low SSR
4780,2025-08-07,5.0,54,20,Low Load,Low SSR
5568,2025-08-05,-8.0,57,28,Low Load,Low SSR
3635,2025-08-15,4.0,73,18,Medium Load,Low SSR
5643,2025-08-09,108.0,34,25,Low Load,Low SSR
5234,2025-08-02,-5.0,48,18,Low Load,Low SSR
356,2025-08-08,-3.0,133,108,Medium Load,High SSR
3638,2025-08-12,-6.0,90,15,Medium Load,Low SSR
5534,2025-08-02,-2.0,83,23,Medium Load,Low SSR
5731,2025-08-05,-5.0,83,21,Medium Load,Low SSR
5668,2025-08-03,12.0,58,26,Low Load,Low SSR
1146,2025-08-10,-8.0,138,33,Medium Load,Low SSR
5637,2025-08-09,-5.0,41,24,Low Load,Low SSR
3536,2025-08-10,8.0,61,15,Low Load,Low SSR
2092,2025-08-02,-5.0,214,41,High Load,High SSR
356,2025-08-11,0.0,133,108,Medium Load,High SSR
622,2025-08-11,8.0,437,113,High Load,High SSR
944,2025-08-05,-3.0,244,131,High Load,High SSR
291,2025-08-15,10.0,166,60,Medium Load,High SSR
5868,2025-08-15,-2.0,86,30,Medium Load,Low SSR
5448,2025-08-04,2.0,52,26,Low Load,Low SSR
5557,2025-08-03,-4.0,79,18,Medium Load,Low SSR
5795,2025-08-05,-8.0,75,27,Medium Load,Low SSR
445,2025-08-05,-2.0,142,86,Medium Load,High SSR
3667,2025-08-02,4.0,98,5,Medium Load,Low SSR
587,2025-08-06,0.0,168,68,Medium Load,High SSR
1178,2025-08-01,4.0,231,102,High Load,High SSR
4778,2025-08-01,132.0,50,16,Low Load,Low SSR
5289,2025-08-13,192.0,49,22,Low Load,Low SSR
1741,2025-08-07,-3.0,150,47,Medium Load,High SSR
4542,2025-08-11,79.0,56,21,Low Load,Low SSR
5383,2025-08-12,12.0,48,13,Low Load,Low SSR
5269,2025-08-10,306.0,45,21,Low Load,Low SSR
1215,2025-08-15,-5.0,172,66,High Load,High SSR
4789,2025-08-08,66.0,72,33,Low Load,Low SSR
5608,2025-08-15,-10.0,47,17,Low Load,Low SSR
5601,2025-08-15,-3.0,50,71,Low Load,High SSR
4791,2025-08-15,-3.0,49,23,Low Load,Low SSR
3663,2025-08-08,2.0,85,23,Medium Load,Low SSR
5470,2025-08-09,-4.0,96,23,Medium Load,Low SSR
3520,2025-08-03,14.0,68,13,Low Load,Low SSR
2661,2025-08-08,21.0,194,31,High Load,Low SSR
5493,2025-08-02,8.0,59,18,Low Load,Low SSR
2627,2025-08-01,-4.0,72,68,Low Load,High SSR
2005,2025-08-15,67.0,77,54,Medium Load,High SSR
4406,2025-08-15,24.0,58,21,Low Load,Low SSR
769,2025-08-08,26.0,275,61,High Load,High SSR
2011,2025-08-01,36.0,170,87,High Load,High SSR
2329,2025-08-10,60.0,139,94,Medium Load,High SSR
2182,2025-08-07,-7.0,212,108,High Load,High SSR
1599,2025-08-08,-5.0,453,93,High Load,High SSR
5652,2025-08-02,74.0,89,33,Medium Load,Low SSR
2430,2025-08-11,5.0,168,46,Medium Load,High SSR
600,2025-08-10,13.0,207,60,High Load,High SSR
1044,2025-08-02,61.0,318,74,High Load,High SSR
5446,2025-08-01,-1.0,81,20,Medium Load,Low SSR
1842,2025-08-10,71.0,224,61,High Load,High SSR
4426,2025-08-11,-3.0,53,19,Low Load,Low SSR
1756,2025-08-14,72.0,174,29,High Load,Low SSR
3498,2025-08-07,-3.0,85,22,Medium Load,Low SSR
729,2025-08-15,-5.0,70,30,Low Load,Low SSR
2666,2025-08-03,-5.0,262,40,High Load,Low SSR
2414,2025-08-06,-4.0,161,31,Medium Load,Low SSR
2497,2025-08-12,258.0,101,77,Medium Load,High SSR
3520,2025-08-08,6.0,74,13,Medium Load,Low SSR
2226,2025-08-02,40.0,222,76,High Load,High SSR
1178,2025-08-07,26.0,141,102,Medium Load,High SSR
1857,2025-08-05,25.0,175,45,High Load,High SSR
5915,2025-08-15,26.0,54,33,Low Load,Low SSR
5414,2025-08-08,21.0,60,17,Low Load,Low SSR
1477,2025-08-03,-6.0,221,43,High Load,High SSR
4590,2025-08-05,-7.0,56,26,Low Load,Low SSR
310,2025-08-07,3.0,136,119,Medium Load,High SSR
4574,2025-08-14,0.0,50,24,Low Load,Low SSR
4389,2025-08-05,-10.0,50,21,Low Load,Low SSR
5946,2025-08-06,6.0,46,23,Low Load,Low SSR
769,2025-08-11,86.0,173,61,High Load,High SSR
5274,2025-08-05,-5.0,48,39,Low Load,Low SSR
4558,2025-08-14,81.0,43,15,Low Load,Low SSR
4739,2025-08-06,-5.0,44,31,Low Load,Low SSR
5136,2025-08-08,-10.0,6,17,Low Load,Low SSR
5999,2025-08-10,84.0,90,9,Medium Load,Low SSR
3568,2025-08-11,17.0,82,26,Medium Load,Low SSR
3603,2025-08-04,0.0,83,29,Medium Load,Low SSR
2483,2025-08-04,22.0,198,155,High Load,High SSR
1811,2025-08-15,-3.0,206,151,High Load,High SSR
5375,2025-08-12,-3.0,53,19,Low Load,Low SSR
3468,2025-08-08,6.0,88,23,Medium Load,Low SSR
5309,2025-08-10,28.0,56,23,Low Load,Low SSR
467,2025-08-07,15.0,100,99,Medium Load,High SSR
2488,2025-08-11,-6.0,167,82,Medium Load,High SSR
3569,2025-08-08,-6.0,85,38,Medium Load,Low SSR
3,2025-08-07,91.0,184,57,High Load,High SSR
3402,2025-08-11,-2.0,78,27,Medium Load,Low SSR
288,2025-08-05,-9.0,145,64,Medium Load,High SSR
3628,2025-08-03,37.0,82,20,Medium Load,Low SSR
2653,2025-08-07,-6.0,168,49,Medium Load,High SSR
1239,2025-08-05,-3.0,184,75,High Load,High SSR
1583,2025-08-11,63.0,199,58,High Load,High SSR
5230,2025-08-13,4.0,58,37,Low Load,Low SSR
909,2025-08-10,12.0,270,194,High Load,High SSR
5427,2025-08-12,49.0,46,23,Low Load,Low SSR
416,2025-08-01,25.0,285,49,High Load,High SSR
1485,2025-08-11,0.0,186,78,High Load,High SSR
1316,2025-08-06,-10.0,133,60,Medium Load,High SSR
1641,2025-08-04,64.0,138,41,Medium Load,High SSR
5557,2025-08-09,20.0,102,18,Medium Load,Low SSR
1363,2025-08-07,-5.0,248,113,High Load,High SSR
1398,2025-08-06,162.0,140,96,Medium Load,High SSR
2200,2025-08-04,2.0,169,80,High Load,High SSR
5930,2025-08-05,20.0,66,23,Low Load,Low SSR
5646,2025-08-02,-9.0,57,16,Low Load,Low SSR
378,2025-08-15,-1.0,148,59,Medium Load,High SSR
5215,2025-08-09,-8.0,47,21,Low Load,Low SSR
5593,2025-08-11,-1.0,79,35,Medium Load,Low SSR
3535,2025-08-02,-4.0,93,27,Medium Load,Low SSR
5557,2025-08-14,-1.0,87,18,Medium Load,Low SSR
5517,2025-08-05,-3.0,80,18,Medium Load,Low SSR
4387,2025-08-15,-6.0,51,19,Low Load,Low SSR
5526,2025-08-09,1.0,42,20,Low Load,Low SSR
3610,2025-08-15,-1.0,79,19,Medium Load,Low SSR
2618,2025-08-09,47.0,191,58,High Load,High SSR
5215,2025-08-04,-3.0,53,21,Low Load,Low SSR
4791,2025-08-05,6.0,45,23,Low Load,Low SSR
5414,2025-08-05,-3.0,40,17,Low Load,Low SSR
5272,2025-08-10,2.0,54,14,Low Load,Low SSR
5124,2025-08-06,95.0,45,19,Low Load,Low SSR
3569,2025-08-03,-4.0,81,38,Medium Load,Low SSR
4452,2025-08-02,-9.0,60,22,Low Load,Low SSR
5124,2025-08-09,87.0,22,19,Low Load,Low SSR
422,2025-08-06,23.0,345,143,High Load,High SSR
4507,2025-08-14,6.0,53,18,Low Load,Low SSR
1006,2025-08-07,100.0,186,85,High Load,High SSR
4558,2025-08-11,-6.0,49,15,Low Load,Low SSR
2039,2025-08-03,5.0,236,94,High Load,High SSR
2039,2025-08-09,8.0,140,94,Medium Load,High SSR
563,2025-08-10,0.0,255,49,High Load,High SSR
664,2025-08-01,10.0,188,75,High Load,High SSR
1030,2025-08-08,6.0,115,43,Medium Load,High SSR
291,2025-08-09,78.0,128,60,Medium Load,High SSR
1801,2025-08-04,28.0,248,98,High Load,High SSR
1872,2025-08-01,39.0,176,101,High Load,High SSR
